date,day_of_week,season,location,listing_type,base_price,demand_index,competitor_avg_price,occupancy_rate,event,customer_rating,lead_time,weather_score,final_price,discount_offered
2025-08-10,Sunday,Summer,Austin,Airbnb,396.48,0.65,357.73,51.14,Yes,4.5,35,0.6,481.1,0.0
2025-08-11,Monday,Summer,Seattle,Hotel,350.4,0.28,367.76,61.62,No,4.2,46,0.46,272.06,18.0
2025-08-12,Tuesday,Summer,Chicago,Hotel,262.8,0.63,229.0,51.86,No,3.5,6,0.68,277.93,0.0
2025-08-13,Wednesday,Summer,Boston,Airbnb,154.38,0.51,160.21,64.77,No,5.0,34,0.72,161.84,0.0
2025-08-14,Thursday,Summer,San Francisco,Hotel,354.13,0.55,346.45,80.72,No,3.0,23,0.39,393.85,0.0
2025-08-15,Friday,Summer,Chicago,Airbnb,96.85,0.78,99.89,49.19,No,3.2,39,0.75,92.52,13.9
2025-08-16,Saturday,Summer,Seattle,Airbnb,230.53,0.49,216.1,73.2,Yes,3.9,59,0.35,280.23,0.0
2025-08-17,Sunday,Summer,Miami,Hostel,410.16,0.39,416.72,91.61,No,4.3,53,0.46,390.56,11.9
2025-08-18,Monday,Summer,San Francisco,Hotel,135.65,0.24,129.06,55.41,No,5.0,22,0.63,116.44,5.9
2025-08-19,Tuesday,Summer,Boston,Airbnb,303.03,0.97,263.67,78.3,No,3.4,15,0.59,385.73,0.0
2025-08-20,Wednesday,Summer,Boston,Hostel,240.21,0.86,192.29,51.06,No,5.0,2,0.95,275.56,0.0
2025-08-21,Thursday,Summer,Miami,Hotel,155.59,0.52,133.96,99.47,No,4.9,43,0.47,179.93,0.0
2025-08-22,Friday,Summer,Austin,Hostel,352.2,0.27,317.97,85.15,Yes,4.7,52,0.88,341.34,16.7
2025-08-23,Saturday,Summer,New York,Hotel,368.94,0.23,339.89,48.42,No,3.7,20,0.54,299.2,8.6
2025-08-24,Sunday,Summer,Austin,Hotel,279.38,0.86,254.76,95.97,No,4.7,5,0.94,358.14,0.0
2025-08-25,Monday,Summer,Boston,Airbnb,273.63,0.99,312.09,44.6,Yes,4.9,41,0.68,311.47,14.4
2025-08-26,Tuesday,Summer,New York,Hotel,353.44,0.63,384.74,39.89,Yes,3.4,13,0.36,368.57,11.0
2025-08-27,Wednesday,Summer,Boston,Hotel,128.09,0.76,120.2,98.29,Yes,4.3,24,0.7,179.18,0.0
2025-08-28,Thursday,Summer,New York,Airbnb,265.71,0.45,277.02,39.74,Yes,4.8,45,0.42,255.56,12.5
2025-08-29,Friday,Summer,Seattle,Hostel,229.4,0.32,217.24,34.77,No,3.1,24,0.46,189.85,6.2
2025-08-30,Saturday,Summer,Miami,Airbnb,399.53,0.3,414.6,95.55,No,4.8,28,0.37,360.52,14.6
2025-08-31,Sunday,Summer,Miami,Hotel,147.22,0.7,156.07,40.64,Yes,3.1,18,0.43,162.44,8.2
2025-09-01,Monday,Fall,San Francisco,Airbnb,268.07,0.8,280.88,50.81,Yes,3.9,8,0.4,341.1,0.0
2025-09-02,Tuesday,Fall,Boston,Airbnb,104.62,0.44,87.92,78.45,Yes,3.1,3,0.74,126.73,0.0
2025-09-03,Wednesday,Fall,Chicago,Hotel,153.0,0.39,135.91,42.16,No,4.3,37,0.6,132.68,7.0
2025-09-04,Thursday,Fall,Austin,Airbnb,448.97,0.56,394.13,55.74,Yes,3.8,13,0.42,534.82,0.0
2025-09-05,Friday,Fall,Los Angeles,Hostel,224.19,0.97,201.64,39.37,No,3.8,37,0.48,216.68,16.4
2025-09-06,Saturday,Fall,Chicago,Hotel,111.7,0.63,98.98,30.85,No,3.5,20,0.44,104.42,6.0
2025-09-07,Sunday,Fall,New York,Hotel,69.18,0.5,62.7,75.23,No,4.0,54,0.4,74.42,0.0
2025-09-08,Monday,Fall,Chicago,Hotel,107.24,0.89,96.24,75.62,Yes,4.6,28,0.58,148.3,0.0
2025-09-09,Tuesday,Fall,New York,Airbnb,256.75,0.83,297.02,96.87,No,4.6,8,0.96,326.74,0.0
2025-09-10,Wednesday,Fall,Boston,Hotel,414.0,0.26,377.46,95.12,No,3.5,39,0.62,367.48,14.6
2025-09-11,Thursday,Fall,Seattle,Airbnb,346.71,0.92,365.66,72.98,Yes,3.1,23,0.92,480.87,0.0
2025-09-12,Friday,Fall,Austin,Airbnb,97.56,0.99,95.35,33.35,No,3.1,22,0.8,104.99,6.1
2025-09-13,Saturday,Fall,Los Angeles,Hotel,82.07,0.21,97.06,81.63,Yes,3.7,45,0.99,74.49,19.6
2025-09-14,Sunday,Fall,Chicago,Hostel,474.04,0.83,446.52,58.85,No,4.1,53,0.84,549.2,0.0
2025-09-15,Monday,Fall,Chicago,Hotel,169.27,0.22,140.98,97.75,No,3.6,39,0.74,155.88,10.7
2025-09-16,Tuesday,Fall,Chicago,Hostel,142.56,0.3,149.12,84.22,No,4.3,57,0.63,118.96,18.4
2025-09-17,Wednesday,Fall,Los Angeles,Hotel,195.0,0.3,193.0,37.98,No,4.0,31,0.82,142.72,17.2
2025-09-18,Thursday,Fall,San Francisco,Airbnb,345.42,0.3,323.07,94.97,No,3.4,24,0.56,315.93,13.3
2025-09-19,Friday,Fall,San Francisco,Hotel,224.89,0.33,204.54,94.98,No,4.4,50,0.92,204.67,14.7
2025-09-20,Saturday,Fall,Austin,Hotel,178.66,0.85,204.48,89.26,Yes,4.8,17,0.75,251.51,0.0
2025-09-21,Sunday,Fall,Miami,Airbnb,149.48,0.98,164.32,69.05,Yes,3.4,31,0.42,209.14,0.0
2025-09-22,Monday,Fall,Boston,Airbnb,295.26,0.99,346.92,33.02,No,3.3,28,0.78,316.45,6.4
2025-09-23,Tuesday,Fall,Los Angeles,Hostel,484.31,0.59,416.64,53.97,No,3.8,36,0.71,507.51,0.0
2025-09-24,Wednesday,Fall,New York,Airbnb,278.76,0.44,286.01,78.22,Yes,4.7,46,0.91,337.48,0.0
2025-09-25,Thursday,Fall,Austin,Hostel,245.21,0.33,250.9,86.82,Yes,4.5,2,0.99,273.39,6.5
2025-09-26,Friday,Fall,Seattle,Hostel,230.67,0.84,203.36,68.86,No,4.5,38,0.73,275.09,0.0
2025-09-27,Saturday,Fall,San Francisco,Hotel,359.55,0.5,365.12,66.69,Yes,4.7,57,0.32,431.49,0.0
2025-09-28,Sunday,Fall,Seattle,Airbnb,385.58,0.36,456.23,55.76,Yes,3.7,50,0.89,376.64,12.1
2025-09-29,Monday,Fall,San Francisco,Airbnb,275.92,0.3,263.27,75.04,No,4.6,53,0.72,244.64,10.9
2025-09-30,Tuesday,Fall,New York,Hotel,235.68,0.76,188.85,73.37,Yes,3.7,56,0.57,312.07,0.0
2025-10-01,Wednesday,Fall,Los Angeles,Hostel,231.05,0.9,231.98,80.64,Yes,3.2,57,0.69,323.91,0.0
2025-10-02,Thursday,Fall,Seattle,Hotel,302.3,0.68,323.64,86.35,No,3.5,59,0.53,357.03,0.0
2025-10-03,Friday,Fall,Chicago,Airbnb,336.42,0.32,362.72,82.21,No,5.0,52,0.85,300.59,12.8
2025-10-04,Saturday,Fall,Seattle,Hostel,248.09,0.32,231.04,60.38,Yes,3.2,51,0.34,228.39,17.0
2025-10-05,Sunday,Fall,Los Angeles,Hostel,394.96,0.79,363.28,42.14,Yes,4.3,19,0.85,457.34,6.8
2025-10-06,Monday,Fall,New York,Hotel,234.46,0.87,223.57,70.03,Yes,4.2,56,0.7,318.42,0.0
2025-10-07,Tuesday,Fall,Los Angeles,Hostel,490.84,0.33,530.16,71.01,No,4.2,5,0.66,442.0,9.5
2025-10-08,Wednesday,Fall,New York,Hostel,473.31,0.41,459.99,91.09,Yes,4.7,36,0.64,585.61,0.0
2025-10-09,Thursday,Fall,San Francisco,Hotel,245.83,0.95,266.09,74.18,No,3.1,38,0.65,307.91,0.0
2025-10-10,Friday,Fall,Seattle,Hostel,246.58,0.78,272.77,41.12,No,4.2,59,0.58,217.32,18.8
2025-10-11,Saturday,Fall,Miami,Hostel,262.43,0.21,239.62,33.12,Yes,3.1,6,0.47,210.06,18.6
2025-10-12,Sunday,Fall,Miami,Hostel,162.3,0.42,179.14,61.48,No,4.6,43,0.41,162.7,0.0
2025-10-13,Monday,Fall,Chicago,Airbnb,433.89,0.24,454.66,69.34,No,3.7,49,0.59,371.72,10.2
2025-10-14,Tuesday,Fall,Seattle,Hotel,454.93,0.22,484.74,97.44,No,4.1,6,0.58,387.16,17.4
2025-10-15,Wednesday,Fall,Seattle,Airbnb,404.47,0.7,403.58,98.57,No,3.3,22,0.44,495.76,0.0
2025-10-16,Thursday,Fall,Chicago,Hostel,304.4,0.57,361.87,72.6,No,3.7,40,0.32,333.56,0.0
2025-10-17,Friday,Fall,Austin,Hotel,374.0,0.53,312.49,77.86,No,4.1,23,0.38,409.75,0.0
2025-10-18,Saturday,Fall,Chicago,Hostel,437.06,0.78,361.48,79.55,No,4.1,5,0.46,524.76,0.0
2025-10-19,Sunday,Fall,Chicago,Airbnb,431.11,0.54,369.2,76.49,Yes,3.4,9,0.62,536.93,0.0
2025-10-20,Monday,Fall,San Francisco,Airbnb,235.29,0.72,239.57,34.36,Yes,4.0,59,0.55,225.04,19.7
2025-10-21,Tuesday,Fall,Seattle,Hostel,407.3,0.6,381.2,91.05,No,4.1,3,0.83,473.75,0.0
2025-10-22,Wednesday,Fall,New York,Hotel,283.72,0.36,326.6,91.57,No,4.7,26,0.96,262.58,13.4
2025-10-23,Thursday,Fall,Austin,Hotel,387.83,0.65,395.98,36.59,Yes,3.7,43,0.68,396.96,12.5
2025-10-24,Friday,Fall,San Francisco,Hostel,97.46,0.73,110.02,56.63,Yes,4.6,50,0.44,122.98,0.0
2025-10-25,Saturday,Fall,New York,Hostel,134.03,0.28,126.35,83.02,No,3.6,7,0.86,120.74,10.9
2025-10-26,Sunday,Fall,Miami,Airbnb,461.79,0.63,398.61,78.71,No,4.6,6,0.73,525.58,0.0
2025-10-27,Monday,Fall,New York,Hotel,213.4,0.92,185.13,65.49,No,4.2,54,0.43,259.17,0.0
2025-10-28,Tuesday,Fall,Los Angeles,Airbnb,452.3,0.72,389.36,60.82,No,4.2,53,0.9,506.78,0.0
2025-10-29,Wednesday,Fall,Austin,Airbnb,102.94,0.79,95.51,99.19,Yes,4.0,52,0.77,145.51,0.0
2025-10-30,Thursday,Fall,San Francisco,Hotel,335.6,0.33,386.87,59.92,No,3.3,26,0.78,302.11,6.4
2025-10-31,Friday,Fall,New York,Hostel,63.21,0.86,55.87,56.53,Yes,4.9,27,0.9,83.03,0.0
2025-11-01,Saturday,Fall,Los Angeles,Airbnb,418.58,0.63,453.78,52.0,No,3.9,46,0.76,442.86,0.0
2025-11-02,Sunday,Fall,Seattle,Hostel,191.33,0.4,215.76,91.59,No,4.1,47,0.8,207.55,0.0
2025-11-03,Monday,Fall,Miami,Hotel,421.69,0.28,377.81,39.94,Yes,3.7,46,0.43,373.32,14.2
2025-11-04,Tuesday,Fall,San Francisco,Hotel,245.98,0.66,269.4,86.43,No,4.7,26,0.74,288.61,0.0
2025-11-05,Wednesday,Fall,New York,Hostel,106.82,0.74,99.35,78.04,No,3.1,38,0.42,126.06,0.0
2025-11-06,Thursday,Fall,Seattle,Airbnb,344.88,0.99,285.93,35.4,No,3.7,57,0.66,359.22,9.6
2025-11-07,Friday,Fall,Los Angeles,Hostel,145.69,0.23,134.26,75.72,No,4.9,11,0.46,117.05,17.1
2025-11-08,Saturday,Fall,Miami,Hotel,76.59,0.92,81.21,91.2,No,3.0,58,0.38,98.92,0.0
2025-11-09,Sunday,Fall,Los Angeles,Airbnb,251.17,0.57,287.8,68.27,No,3.8,29,0.86,271.97,0.0
2025-11-10,Monday,Fall,Los Angeles,Hotel,265.58,0.21,257.23,31.9,Yes,4.9,21,0.9,235.73,9.4
2025-11-11,Tuesday,Fall,San Francisco,Hotel,459.85,0.8,515.93,31.26,No,4.9,8,0.51,404.06,17.4
2025-11-12,Wednesday,Fall,Chicago,Hotel,176.68,0.9,149.3,79.26,No,4.1,39,0.48,220.46,0.0
2025-11-13,Thursday,Fall,Boston,Hostel,70.76,0.65,64.64,87.72,No,3.1,40,0.51,83.01,0.0
2025-11-14,Friday,Fall,San Francisco,Airbnb,384.44,0.24,446.4,89.66,Yes,4.3,45,0.54,359.18,19.8
2025-11-15,Saturday,Fall,San Francisco,Hotel,331.78,0.63,376.66,49.97,Yes,3.9,10,1.0,327.79,17.8
2025-11-16,Sunday,Fall,Seattle,Airbnb,284.65,0.25,322.38,71.93,No,3.2,8,0.94,233.67,15.0
2025-11-17,Monday,Fall,Seattle,Hostel,423.18,0.9,435.33,66.22,Yes,3.9,11,0.94,574.96,0.0
2025-11-18,Tuesday,Fall,Miami,Airbnb,258.99,0.31,242.5,41.54,No,3.3,20,0.74,200.38,13.9
2025-11-19,Wednesday,Fall,San Francisco,Hostel,366.19,0.39,368.0,37.3,Yes,3.8,44,0.98,356.25,8.9
2025-11-20,Thursday,Fall,Austin,Hostel,172.21,0.58,205.54,48.83,No,3.8,21,0.48,158.7,10.4
2025-11-21,Friday,Fall,Boston,Airbnb,262.62,0.24,224.81,49.38,No,4.9,28,0.63,201.24,14.3
2025-11-22,Saturday,Fall,Miami,Hostel,261.38,0.56,258.69,71.36,No,4.1,48,0.31,284.4,0.0
2025-11-23,Sunday,Fall,New York,Airbnb,148.58,0.23,125.28,53.72,No,4.6,48,0.45,119.43,11.0
2025-11-24,Monday,Fall,Seattle,Hotel,69.97,0.42,78.83,49.92,No,4.6,20,0.54,59.18,12.6
2025-11-25,Tuesday,Fall,San Francisco,Hostel,443.4,0.59,479.27,99.5,No,3.3,45,0.42,525.21,0.0
2025-11-26,Wednesday,Fall,Chicago,Hotel,225.44,0.78,259.91,76.97,No,3.5,47,0.51,268.93,0.0
2025-11-27,Thursday,Fall,Chicago,Airbnb,373.29,0.96,406.35,90.4,Yes,3.0,29,0.48,543.21,0.0
2025-11-28,Friday,Fall,Austin,Hotel,76.79,0.68,82.52,38.01,No,3.8,35,0.56,74.15,6.8
2025-11-29,Saturday,Fall,Boston,Hotel,238.53,0.8,197.6,35.61,Yes,3.7,38,0.59,249.62,14.7
2025-11-30,Sunday,Fall,Miami,Hotel,340.9,0.91,354.36,65.15,No,3.3,8,0.73,412.3,0.0
2025-12-01,Monday,Winter,New York,Hotel,443.16,0.78,375.9,93.17,No,3.1,15,0.99,550.19,0.0
2025-12-02,Tuesday,Winter,Chicago,Airbnb,419.01,0.76,424.46,61.42,No,3.2,14,0.33,476.94,0.0
2025-12-03,Wednesday,Winter,Boston,Hotel,105.35,0.65,98.74,81.04,Yes,4.3,27,0.57,137.28,0.0
2025-12-04,Thursday,Winter,Boston,Airbnb,433.33,0.52,360.12,67.98,No,4.7,29,0.61,460.17,0.0
2025-12-05,Friday,Winter,Chicago,Airbnb,409.27,0.86,467.81,94.16,No,3.9,39,0.92,522.42,0.0
2025-12-06,Saturday,Winter,Austin,Hostel,55.54,0.5,45.04,57.51,No,4.1,33,0.42,56.79,0.0
2025-12-07,Sunday,Winter,Austin,Hotel,243.74,0.31,281.77,54.21,No,3.3,28,0.66,203.86,10.7
2025-12-08,Monday,Winter,Miami,Hostel,53.02,0.51,59.21,71.72,Yes,3.2,4,0.67,64.64,0.0
2025-12-09,Tuesday,Winter,New York,Hostel,428.78,0.66,439.02,37.37,Yes,3.3,49,0.64,477.06,5.4
2025-12-10,Wednesday,Winter,Seattle,Hotel,277.45,0.97,264.6,32.73,Yes,3.1,26,0.41,337.58,5.4
2025-12-11,Thursday,Winter,New York,Airbnb,390.3,0.57,357.4,93.01,No,3.2,41,0.56,451.59,0.0
2025-12-12,Friday,Winter,Los Angeles,Hostel,263.3,0.56,315.42,68.18,Yes,3.2,58,0.97,323.47,0.0
2025-12-13,Saturday,Winter,Chicago,Airbnb,225.27,0.51,210.89,67.9,Yes,3.3,48,0.67,272.06,0.0
2025-12-14,Sunday,Winter,Los Angeles,Hostel,125.75,0.4,142.78,54.93,Yes,4.7,44,0.44,141.44,0.0
2025-12-15,Monday,Winter,Miami,Airbnb,75.94,0.47,68.96,97.65,Yes,4.1,50,0.42,97.28,0.0
2025-12-16,Tuesday,Winter,New York,Hostel,312.34,1.0,268.68,87.17,No,3.4,16,0.81,409.64,0.0
2025-12-17,Wednesday,Winter,Chicago,Hotel,185.22,0.46,206.89,62.3,Yes,4.5,7,0.33,216.87,0.0
2025-12-18,Thursday,Winter,San Francisco,Airbnb,264.0,0.63,235.25,97.48,No,4.8,10,0.55,315.33,0.0
2025-12-19,Friday,Winter,Seattle,Hotel,256.31,0.23,281.52,68.45,No,3.1,55,0.49,198.63,18.2
2025-12-20,Saturday,Winter,New York,Hotel,474.82,0.32,467.73,98.67,No,4.0,31,0.64,461.51,9.5
2025-12-21,Sunday,Winter,Chicago,Hotel,271.14,0.62,277.94,60.89,No,4.2,56,0.55,293.01,0.0
2025-12-22,Monday,Winter,Miami,Hotel,376.57,0.92,369.94,61.04,No,4.2,46,0.7,452.31,0.0
2025-12-23,Tuesday,Winter,Austin,Hotel,480.22,0.36,405.16,89.78,No,3.9,48,0.51,466.72,8.6
2025-12-24,Wednesday,Winter,Los Angeles,Hotel,190.35,0.4,154.62,98.01,No,3.4,54,0.31,210.15,0.0
2025-12-25,Thursday,Winter,Los Angeles,Hostel,264.58,0.75,288.15,78.48,Yes,3.3,20,0.55,353.33,0.0
2025-12-26,Friday,Winter,Austin,Hotel,412.0,0.42,364.32,97.02,No,3.0,18,0.44,456.93,0.0
2025-12-27,Saturday,Winter,Los Angeles,Hostel,497.59,0.27,398.53,33.09,No,3.7,36,0.82,396.28,7.1
2025-12-28,Sunday,Winter,Austin,Hostel,389.04,0.82,413.71,83.63,No,4.7,1,0.37,478.09,0.0
2025-12-29,Monday,Winter,Austin,Hotel,229.6,0.78,209.43,78.12,No,3.0,10,0.54,274.68,0.0
2025-12-30,Tuesday,Winter,Chicago,Hotel,99.95,0.85,117.85,35.06,No,4.9,58,0.91,92.82,15.2
2025-12-31,Wednesday,Winter,Seattle,Airbnb,100.82,0.87,90.42,63.48,No,3.3,25,0.58,119.82,0.0
2025-01-01,Wednesday,Winter,Los Angeles,Airbnb,182.88,0.39,166.86,86.24,No,4.9,54,0.93,175.64,9.8
2025-01-02,Thursday,Winter,New York,Airbnb,264.4,0.38,279.26,98.53,Yes,4.2,52,0.59,275.76,16.4
2025-01-03,Friday,Winter,Boston,Hostel,134.53,0.78,154.28,61.78,Yes,4.6,53,0.35,174.53,0.0
2025-01-04,Saturday,Winter,Los Angeles,Hostel,357.18,0.39,387.75,87.58,No,4.6,21,0.69,355.77,6.8
2025-01-05,Sunday,Winter,New York,Hostel,462.56,0.78,444.33,41.1,Yes,4.8,55,0.74,538.26,5.8
2025-01-06,Monday,Winter,Miami,Airbnb,386.89,0.45,309.53,65.78,No,3.1,31,0.72,397.47,0.0
2025-01-07,Tuesday,Winter,San Francisco,Hostel,453.08,0.67,447.09,53.83,No,4.9,28,0.95,489.1,0.0
2025-01-08,Wednesday,Winter,Austin,Airbnb,422.02,0.3,432.99,90.66,No,4.1,17,0.92,389.17,11.5
2025-01-09,Thursday,Winter,Austin,Airbnb,459.47,0.5,544.76,36.25,Yes,4.4,25,0.7,412.65,19.0
2025-01-10,Friday,Winter,Seattle,Airbnb,429.91,0.74,367.85,47.8,No,4.8,36,0.98,391.53,16.4
2025-01-11,Saturday,Winter,Chicago,Airbnb,477.85,0.76,439.25,37.38,No,4.6,11,1.0,475.83,6.6
2025-01-12,Sunday,Winter,San Francisco,Hotel,274.36,0.51,314.51,63.32,Yes,3.2,13,0.84,327.57,0.0
2025-01-13,Monday,Winter,Miami,Hotel,51.3,0.89,44.86,68.64,No,3.8,1,0.45,62.17,0.0
2025-01-14,Tuesday,Winter,Austin,Airbnb,345.81,0.58,398.39,45.1,No,4.4,44,0.33,313.44,10.9
2025-01-15,Wednesday,Winter,Boston,Hotel,468.86,0.3,513.33,98.22,Yes,3.1,27,0.8,523.95,8.0
2025-01-16,Thursday,Winter,Miami,Airbnb,450.6,0.43,426.77,34.07,No,3.2,9,0.68,389.38,6.5
2025-01-17,Friday,Winter,Seattle,Hostel,359.62,0.39,418.75,88.68,No,4.4,13,0.59,337.72,12.4
2025-01-18,Saturday,Winter,Seattle,Hostel,231.93,0.62,240.76,30.69,No,3.9,35,0.33,204.37,11.0
2025-01-19,Sunday,Winter,Miami,Hotel,393.04,0.56,356.45,45.39,No,3.3,11,0.39,376.0,5.3
2025-01-20,Monday,Winter,Boston,Hotel,396.57,0.85,336.32,48.59,No,3.0,52,0.54,377.89,16.1
2025-01-21,Tuesday,Winter,San Francisco,Hostel,150.47,0.71,154.72,69.77,No,4.3,12,0.98,172.03,0.0
2025-01-22,Wednesday,Winter,Boston,Airbnb,431.18,0.22,499.92,84.82,No,4.6,7,0.44,396.69,7.3
2025-01-23,Thursday,Winter,Miami,Airbnb,454.75,0.77,534.31,72.23,No,3.9,59,0.63,534.19,0.0
2025-01-24,Friday,Winter,Miami,Hostel,76.03,0.97,89.49,84.96,No,5.0,49,0.75,98.3,0.0
2025-01-25,Saturday,Winter,Boston,Airbnb,302.58,0.82,266.87,80.79,No,4.2,56,0.74,369.26,0.0
2025-01-26,Sunday,Winter,Chicago,Hotel,401.59,0.66,344.88,86.78,No,4.3,46,0.41,471.6,0.0
2025-01-27,Monday,Winter,San Francisco,Hotel,339.27,0.85,399.99,53.61,No,4.4,56,0.92,390.44,0.0
2025-01-28,Tuesday,Winter,Austin,Hostel,368.47,0.25,316.49,30.55,No,4.3,10,0.33,275.39,11.2
2025-01-29,Wednesday,Winter,Seattle,Hostel,185.86,0.81,175.03,96.43,No,4.9,5,0.49,234.8,0.0
2025-01-30,Thursday,Winter,Austin,Hostel,413.13,0.57,420.83,60.3,No,3.1,29,0.9,437.46,0.0
2025-01-31,Friday,Winter,Austin,Hostel,266.6,0.92,285.19,39.59,No,5.0,49,0.9,277.0,8.6
2025-02-01,Saturday,Winter,Austin,Hostel,482.28,0.36,569.37,99.64,No,4.4,25,0.67,483.34,8.3
2025-02-02,Sunday,Winter,Austin,Hostel,256.53,0.94,223.29,44.98,No,3.0,5,0.43,247.49,16.9
2025-02-03,Monday,Winter,Seattle,Hotel,458.55,0.95,542.95,66.5,Yes,5.0,54,0.57,632.57,0.0
2025-02-04,Tuesday,Winter,Austin,Hostel,434.4,0.82,401.39,46.24,No,3.9,16,0.41,419.61,13.5
2025-02-05,Wednesday,Winter,New York,Hostel,397.23,0.6,319.71,30.63,Yes,3.7,27,0.46,384.43,14.5
2025-02-06,Thursday,Winter,Chicago,Hotel,149.93,0.46,170.8,81.02,Yes,3.2,36,0.47,183.97,0.0
2025-02-07,Friday,Winter,New York,Hotel,231.24,0.92,185.03,93.1,Yes,3.3,54,0.94,334.67,0.0
2025-02-08,Saturday,Winter,Chicago,Airbnb,496.96,0.24,548.84,56.02,Yes,3.8,52,0.32,497.6,5.9
2025-02-09,Sunday,Winter,Seattle,Hostel,249.96,0.42,262.16,99.47,No,3.8,52,0.55,279.06,0.0
2025-02-10,Monday,Winter,New York,Hostel,345.48,0.39,302.86,94.28,No,3.2,9,0.89,314.85,16.3
2025-02-11,Tuesday,Winter,San Francisco,Hostel,152.91,0.97,131.39,77.57,Yes,3.4,3,0.71,217.24,0.0
2025-02-12,Wednesday,Winter,Los Angeles,Hostel,246.48,0.66,248.13,83.11,No,3.6,59,0.6,286.74,0.0
2025-02-13,Thursday,Winter,New York,Airbnb,456.69,0.88,438.59,83.42,No,4.6,19,0.65,571.89,0.0
2025-02-14,Friday,Winter,New York,Airbnb,142.11,0.67,124.27,53.21,No,4.7,27,0.75,153.14,0.0
2025-02-15,Saturday,Winter,Boston,Hotel,213.96,0.44,246.44,62.2,No,3.2,26,0.89,216.66,0.0
2025-02-16,Sunday,Winter,Boston,Hostel,199.49,0.75,221.12,75.83,Yes,3.3,56,0.62,264.82,0.0
2025-02-17,Monday,Winter,New York,Hotel,70.43,0.43,82.57,57.43,No,4.1,40,0.3,70.03,0.0
2025-02-18,Tuesday,Winter,Los Angeles,Hotel,237.45,0.62,195.15,98.12,No,3.5,37,0.31,283.13,0.0
2025-02-19,Wednesday,Winter,Austin,Hotel,246.87,0.91,202.62,43.38,Yes,3.6,50,0.76,268.04,16.1
2025-02-20,Thursday,Winter,Austin,Hostel,431.79,0.54,397.75,52.77,No,4.4,26,0.49,442.29,0.0
2025-02-21,Friday,Winter,Boston,Hostel,106.41,0.47,127.67,58.4,Yes,3.4,21,0.58,123.78,0.0
2025-02-22,Saturday,Winter,Boston,Airbnb,315.79,0.73,262.54,68.11,No,4.4,58,0.49,362.0,0.0
2025-02-23,Sunday,Winter,San Francisco,Hostel,282.92,0.42,297.45,63.73,No,3.7,47,0.51,285.52,0.0
2025-02-24,Monday,Winter,San Francisco,Hostel,371.49,0.81,312.43,65.97,No,4.0,35,0.98,435.35,0.0
2025-02-25,Tuesday,Winter,Austin,Hotel,251.97,0.33,219.74,36.88,Yes,4.6,46,0.79,220.94,15.9
2025-02-26,Wednesday,Winter,New York,Airbnb,437.76,0.42,491.53,43.67,No,3.7,5,0.77,384.7,7.4
2025-02-27,Thursday,Winter,New York,Hotel,103.49,0.81,110.57,60.47,No,4.1,16,0.57,119.57,0.0
2025-02-28,Friday,Winter,Chicago,Airbnb,123.37,0.83,134.94,56.9,No,3.1,51,0.39,142.21,0.0
2025-03-01,Saturday,Spring,Los Angeles,Hostel,408.9,0.69,465.05,36.83,No,4.1,28,0.87,367.88,13.2
2025-03-02,Sunday,Spring,Chicago,Hotel,485.17,0.24,486.1,80.29,No,4.7,12,0.97,403.63,15.7
2025-03-03,Monday,Spring,New York,Hotel,478.61,0.38,551.23,86.62,Yes,4.4,43,0.5,475.03,18.1
2025-03-04,Tuesday,Spring,Boston,Airbnb,352.72,0.84,317.51,73.74,No,4.1,15,0.99,425.81,0.0
2025-03-05,Wednesday,Spring,Austin,Hostel,332.6,0.4,287.74,43.08,No,3.0,52,0.51,280.21,10.3
2025-03-06,Thursday,Spring,Boston,Airbnb,329.58,0.47,360.26,58.32,No,3.1,58,0.55,333.85,0.0
2025-03-07,Friday,Spring,Boston,Hotel,87.76,0.47,93.99,35.05,No,3.4,38,0.96,70.69,14.6
2025-03-08,Saturday,Spring,Seattle,Hostel,352.17,0.71,309.77,59.28,No,4.5,55,0.99,391.56,0.0
2025-03-09,Sunday,Spring,Miami,Airbnb,196.36,0.95,228.93,30.8,Yes,3.9,9,0.43,200.88,19.6
2025-03-10,Monday,Spring,Los Angeles,Hotel,100.99,0.52,110.6,79.32,No,3.8,26,0.66,110.68,0.0
2025-03-11,Tuesday,Spring,Austin,Hostel,83.32,0.68,83.88,81.81,No,4.3,23,0.76,97.27,0.0
2025-03-12,Wednesday,Spring,San Francisco,Airbnb,485.84,0.68,403.63,35.29,Yes,4.9,26,0.6,484.13,15.4
2025-03-13,Thursday,Spring,Seattle,Airbnb,256.11,0.27,261.58,74.91,No,4.4,5,0.48,213.68,15.1
2025-03-14,Friday,Spring,New York,Airbnb,367.98,0.69,340.44,48.98,No,4.2,28,0.42,367.97,6.8
2025-03-15,Saturday,Spring,New York,Hostel,252.09,0.69,223.16,95.73,No,3.0,55,0.71,305.83,0.0
2025-03-16,Sunday,Spring,Los Angeles,Airbnb,365.51,0.74,352.08,31.08,No,4.2,48,0.68,307.3,19.1
2025-03-17,Monday,Spring,Boston,Airbnb,149.22,0.78,156.22,81.76,No,3.4,37,0.37,180.15,0.0
2025-03-18,Tuesday,Spring,San Francisco,Hotel,53.74,0.55,44.98,82.39,No,4.8,27,0.9,60.04,0.0
2025-03-19,Wednesday,Spring,Austin,Hostel,417.76,0.61,407.46,99.74,No,3.5,42,0.75,498.48,0.0
